fixed acidity	volatile acidity	citric acid	residual sugar	alcohol	quality	total	chlorides	free sulfur dioxide	total sulfur dioxide	density	pH	sulphates
6.2	0.16	0.34	1.7	12.0	7	263.61890000000005	0.038	85.0	153.0	0.9909	3.33	0.86
6.4	0.125	0.36	1.4	11.7	7	114.66914	0.044000000000000004	22.0	68.0	0.9901399999999999	3.15	0.5
6.4	0.44	0.26	2.0	10.0	5	224.2992	0.054000000000000006	20.0	180.0	0.9952	3.58	0.57
7.0	0.31	0.39	7.5	10.3	5	290.46152	0.055	42.0	218.0	0.9965200000000001	3.37	0.54
6.7	0.42	0.46	9.7	9.0	5	332.06248000000005	0.054000000000000006	67.0	234.0	0.9984799999999999	3.23	0.5
8.6	0.18	0.28	0.8	11.1	5	128.35304	0.032	25.0	78.0	0.9910399999999999	2.99	0.38
6.2	0.21	0.26	13.1	9.0	5	242.58772	0.05	59.0	150.0	0.99772	3.31	0.46
6.1	0.16	0.37	1.1	10.5	6	157.2332	0.031	37.0	97.0	0.9922	3.4	0.58
6.5	0.22	0.32	2.2	11.9	7	154.01876000000001	0.027999999999999997	36.0	92.0	0.9907600000000001	3.27	0.59
6.2	0.36	0.14	8.9	9.4	5	222.80222	0.036000000000000004	38.0	155.0	0.9962200000000001	3.27	0.5
5.7	0.21	0.25	1.1	11.4	6	130.5152	0.035	26.0	81.0	0.9902	3.31	0.52
6.4	0.25	0.32	0.9	10.8	7	177.58514000000002	0.034	40.0	114.0	0.9911399999999999	3.31	0.58
7.6	0.31	0.26	1.7	9.8	5	221.29680000000002	0.073	40.0	157.0	0.9938	3.1	0.46
6.6	0.26	0.46	6.9	9.3	5	270.21293999999995	0.047	59.0	183.0	0.9959399999999999	3.2	0.45
5.7	0.21	0.25	1.1	11.4	6	130.5152	0.035	26.0	81.0	0.9902	3.31	0.52
6.2	0.2	0.31	1.0	11.3	6	118.79135000000001	0.031	22.0	73.0	0.99035	3.24	0.52
6.2	0.18	0.3	1.0	11.3	6	119.75132	0.031	23.0	73.0	0.9903200000000001	3.23	0.52
6.1	0.37	0.2	7.6	9.5	5	247.49658	0.031	49.0	170.0	0.9955799999999999	3.22	0.48
6.2	0.36	0.14	8.9	9.4	5	222.80222	0.036000000000000004	38.0	155.0	0.9962200000000001	3.27	0.5
6.5	0.22	0.32	2.2	11.9	7	154.01876000000001	0.027999999999999997	36.0	92.0	0.9907600000000001	3.27	0.59
7.7	0.18	0.3	1.2	9.3	5	271.13013	0.046	49.0	199.0	0.99413	3.03	0.38
6.9	0.14	0.38	1.0	11.4	6	127.42143000000002	0.040999999999999995	22.0	81.0	0.9904299999999999	3.03	0.54
6.9	0.14	0.38	1.0	11.4	6	127.42143000000002	0.040999999999999995	22.0	81.0	0.9904299999999999	3.03	0.54
6.0	0.44	0.26	3.1	12.7	6	212.15282	0.053	57.0	128.0	0.98982	3.22	0.39
7.1	0.36	0.4	1.95	13.5	7	171.98233999999997	0.033	26.0	118.0	0.98934	3.2	0.45
5.7	0.28	0.28	2.2	11.2	6	104.2492	0.019	15.0	65.0	0.9902	3.06	0.52
6.4	0.16	0.32	8.75	10.7	5	186.96248999999997	0.038	38.0	118.0	0.99449	3.19	0.41
7.4	0.28	0.4	11.9	10.8	4	140.27829000000003	0.032	13.0	92.0	0.99629	3.01	0.46
6.7	0.39	0.31	2.7	10.5	6	254.6788	0.054000000000000006	27.0	202.0	0.9948	3.46	0.57
6.5	0.44	0.47	5.45	13.0	8	211.31383999999997	0.013999999999999999	44.0	137.0	0.9898399999999999	3.13	0.32
6.9	0.22	0.31	6.3	10.8	6	201.12226	0.028999999999999998	41.0	131.0	0.99326	3.08	0.49
6.6	0.22	0.29	14.4	9.1	6	192.20434	0.046	39.0	118.0	0.99834	3.05	0.5
7.7	0.25	0.3	7.8	10.1	5	293.78355000000005	0.038	67.0	196.0	0.99555	3.1	0.5
5.2	0.155	0.33	1.6	11.9	8	96.34275000000001	0.027999999999999997	13.0	59.0	0.98975	3.3	0.84
7.0	0.31	0.31	9.1	12.0	7	218.03816	0.036000000000000004	45.0	140.0	0.99216	2.98	0.31
7.0	0.31	0.31	9.1	12.0	7	218.03816	0.036000000000000004	45.0	140.0	0.99216	2.98	0.31
6.6	0.22	0.29	14.4	9.1	6	192.20434	0.046	39.0	118.0	0.99834	3.05	0.5
5.6	0.21	0.4	1.3	11.6	8	252.31109999999998	0.040999999999999995	81.0	147.0	0.9901	3.22	0.95
5.2	0.155	0.33	1.6	11.9	8	96.34275000000001	0.027999999999999997	13.0	59.0	0.98975	3.3	0.84
6.4	0.25	0.32	11.3	10.2	6	294.14372999999995	0.038	69.0	192.0	0.9957299999999999	3.14	0.5
6.9	0.22	0.31	6.3	10.8	6	201.12226	0.028999999999999998	41.0	131.0	0.99326	3.08	0.49
5.3	0.21	0.29	0.7	9.8	5	98.02015	0.027999999999999997	11.0	66.0	0.99215	3.3	0.4
7.1	0.27	0.28	1.25	11.4	4	116.56293	0.023	3.0	89.0	0.98993	2.95	0.3
5.2	0.17	0.27	0.7	9.8	5	99.87218	0.03	11.0	68.0	0.99218	3.3	0.41
7.7	0.25	0.3	7.8	10.1	5	293.78355000000005	0.038	67.0	196.0	0.99555	3.1	0.5
7.0	0.12	0.29	10.3	9.8	8	171.11464	0.039	41.0	98.0	0.99564	3.19	0.38
7.0	0.12	0.29	10.3	9.8	8	171.11464	0.039	41.0	98.0	0.99564	3.19	0.38
7.1	0.29	0.34	7.8	10.7	6	207.86997	0.036000000000000004	49.0	128.0	0.99397	3.21	0.4
7.2	0.3	0.3	8.7	10.6	5	156.83776000000003	0.022000000000000002	14.0	111.0	0.9957600000000001	3.11	0.61
6.8	0.26	0.46	8.3	9.3	5	251.79301	0.037000000000000005	49.0	173.0	0.9960100000000001	3.17	0.47
7.0	0.12	0.29	10.3	9.8	8	171.11464	0.039	41.0	98.0	0.99564	3.19	0.38
7.1	0.29	0.34	7.8	10.7	6	207.86997	0.036000000000000004	49.0	128.0	0.99397	3.21	0.4
4.9	0.33	0.31	1.2	14.0	8	214.66313000000002	0.016	39.0	150.0	0.98713	3.33	0.59
5.1	0.29	0.28	8.3	11.0	6	163.71908000000002	0.026000000000000002	27.0	107.0	0.99308	3.36	0.37
5.1	0.29	0.28	8.3	11.0	6	163.71908000000002	0.026000000000000002	27.0	107.0	0.99308	3.36	0.37
6.8	0.26	0.48	6.2	9.4	6	264.84482	0.049	55.0	182.0	0.99582	3.21	0.45
6.0	0.28	0.52	5.0	9.0	6	194.33294000000004	0.078	30.0	139.0	0.9949399999999999	3.1	0.36
6.0	0.28	0.25	1.8	9.0	5	137.99490000000003	0.042	8.0	108.0	0.9929	3.08	0.55
7.2	0.2	0.22	1.6	10.0	5	142.15871	0.044000000000000004	17.0	101.0	0.99471	3.37	0.53
6.1	0.27	0.25	1.8	9.0	5	140.0739	0.040999999999999995	9.0	109.0	0.9929	3.08	0.54
6.0	0.28	0.25	1.8	9.0	5	137.99490000000003	0.042	8.0	108.0	0.9929	3.08	0.55
6.4	0.29	0.3	2.9	12.4	7	131.20637	0.036000000000000004	25.0	79.0	0.9903700000000001	3.29	0.6
7.4	0.35	0.24	6.0	11.3	5	180.90503999999999	0.042	28.0	123.0	0.9930399999999999	3.14	0.44
8.1	0.12	0.38	0.9	12.0	6	147.87426000000002	0.034	36.0	86.0	0.99026	2.8	0.55
6.4	0.12	0.3	1.1	11.7	6	155.21085999999997	0.031	37.0	94.0	0.9898600000000001	3.01	0.56
7.2	0.2	0.22	1.6	10.0	5	142.15871	0.044000000000000004	17.0	101.0	0.99471	3.37	0.53
7.3	0.4	0.26	5.45	13.2	7	146.99550999999997	0.016	26.0	90.0	0.98951	2.84	0.54
7.7	0.11	0.34	14.05	11.0	7	192.89633999999998	0.04	41.0	114.0	0.99634	3.07	0.59
6.9	0.23	0.41	8.0	11.0	6	175.32368	0.03	30.0	114.0	0.9936799999999999	3.22	0.54
6.9	0.38	0.38	13.1	9.2	5	142.56991999999997	0.11199999999999999	14.0	94.0	0.99792	3.02	0.48
7.5	0.38	0.29	4.9	13.0	7	181.64126	0.021	38.0	113.0	0.99026	3.08	0.48
5.8	0.19	0.24	1.3	10.6	5	189.53762	0.044000000000000004	38.0	128.0	0.9936200000000001	3.77	0.6
5.5	0.34	0.26	2.2	13.0	8	176.35019000000003	0.021	31.0	119.0	0.98919	3.55	0.49
6.6	0.23	0.3	14.9	9.0	6	186.65935	0.051	33.0	118.0	0.99835	3.04	0.54
6.6	0.23	0.3	14.9	9.0	6	186.65935	0.051	33.0	118.0	0.99835	3.04	0.54
8.4	0.31	0.31	0.95	11.5	5	225.73137999999997	0.021	52.0	148.0	0.9903799999999999	2.93	0.32
6.7	0.2	0.3	1.4	11.0	6	117.16604	0.025	17.0	76.0	0.9910399999999999	3.11	0.44
8.4	0.31	0.31	0.95	11.5	5	225.73137999999997	0.021	52.0	148.0	0.9903799999999999	2.93	0.32
7.3	0.26	0.24	1.7	9.9	5	145.98286000000002	0.05	10.0	112.0	0.9928600000000001	3.11	0.43
6.3	0.22	0.22	5.6	10.4	6	186.35196000000005	0.039	31.0	128.0	0.9929600000000001	3.12	0.46
6.6	0.23	0.3	14.9	9.0	6	186.65935	0.051	33.0	118.0	0.99835	3.04	0.54
7.5	0.19	0.4	7.1	9.9	6	189.72140000000002	0.055999999999999994	50.0	110.0	0.9954	3.06	0.52
8.0	0.14	0.33	1.2	11.0	6	258.2464	0.045	71.0	162.0	0.9914	3.07	0.47
6.8	0.32	0.39	9.6	12.1	6	191.75885999999997	0.026000000000000002	34.0	124.0	0.9928600000000001	3.18	0.35
6.6	0.23	0.2	11.4	9.7	6	208.64003999999997	0.044000000000000004	45.0	131.0	0.9960399999999999	2.96	0.51
6.6	0.23	0.2	11.4	9.7	6	208.64003999999997	0.044000000000000004	45.0	131.0	0.9960399999999999	2.96	0.51
6.7	0.36	0.26	7.9	12.2	7	193.73519000000002	0.034	39.0	123.0	0.99119	2.99	0.3
6.1	0.38	0.42	5.0	12.4	7	172.76607	0.016	31.0	113.0	0.9900700000000001	3.15	0.31
8.5	0.23	0.28	11.1	10.5	7	162.05807000000001	0.033	30.0	97.0	0.9950700000000001	3.03	0.39
7.0	0.2	0.31	8.0	10.4	6	272.80595999999997	0.05	29.0	213.0	0.9959600000000001	3.28	0.57
6.0	0.26	0.32	3.8	12.0	6	254.88911	0.028999999999999998	48.0	180.0	0.99011	3.15	0.34
6.9	0.3	0.3	10.55	12.7	6	67.16884	0.037000000000000005	4.0	28.0	0.9918399999999999	3.07	0.32
6.7	0.18	0.28	10.2	10.9	7	176.85369	0.039	29.0	115.0	0.99469	3.11	0.45
6.7	0.18	0.28	10.2	10.9	7	176.85369	0.039	29.0	115.0	0.99469	3.11	0.45
6.8	0.18	0.28	9.8	10.9	7	174.55306000000002	0.039	29.0	113.0	0.99406	3.11	0.45
7.2	0.19	0.31	6.3	11.4	7	150.09705000000002	0.034	17.0	103.0	0.99305	3.15	0.52
6.2	0.16	0.32	1.1	11.0	6	281.43696000000006	0.036000000000000004	74.0	184.0	0.9909600000000001	3.22	0.41
5.0	0.27	0.32	4.5	12.6	7	263.47156	0.032	58.0	178.0	0.98956	3.45	0.31
6.3	0.37	0.28	6.3	11.6	7	226.62609999999998	0.034	45.0	152.0	0.9921	3.29	0.46
6.6	0.2	0.27	10.9	10.5	7	192.05296	0.038	29.0	130.0	0.9949600000000001	3.11	0.44
6.8	0.18	0.28	9.8	10.9	7	174.55306000000002	0.039	29.0	113.0	0.99406	3.11	0.45
6.8	0.18	0.28	9.8	10.9	7	174.55306000000002	0.039	29.0	113.0	0.99406	3.11	0.45
6.6	0.28	0.34	0.8	12.5	6	185.94580000000002	0.037000000000000005	42.0	119.0	0.9888	3.03	0.37
6.5	0.35	0.36	0.8	12.1	8	167.74342	0.034	32.0	111.0	0.9894200000000001	3.11	0.5
6.9	0.25	0.33	1.2	11.3	6	217.60582000000005	0.035	35.0	158.0	0.99082	3.02	0.58
6.0	0.32	0.3	1.3	13.3	7	155.94302	0.025	18.0	112.0	0.9880200000000001	3.07	0.64
6.8	0.18	0.28	9.8	10.9	7	174.55306000000002	0.039	29.0	113.0	0.99406	3.11	0.45
6.7	0.18	0.28	10.2	10.9	7	176.85369	0.039	29.0	115.0	0.99469	3.11	0.45
6.6	0.2	0.27	10.9	10.5	7	192.05296	0.038	29.0	130.0	0.9949600000000001	3.11	0.44
6.3	0.37	0.28	6.3	11.6	7	226.62609999999998	0.034	45.0	152.0	0.9921	3.29	0.46
7.2	0.19	0.31	6.3	11.4	7	150.09705000000002	0.034	17.0	103.0	0.99305	3.15	0.52
6.3	0.18	0.36	1.2	11.0	6	160.73474	0.034	26.0	111.0	0.99074	3.16	0.51
6.9	0.3	0.36	0.9	12.1	6	221.02668000000003	0.037000000000000005	40.0	156.0	0.9896799999999999	3.08	0.36
6.2	0.16	0.32	1.1	11.0	6	281.43696000000006	0.036000000000000004	74.0	184.0	0.9909600000000001	3.22	0.41
5.0	0.27	0.32	4.5	12.6	7	263.47156	0.032	58.0	178.0	0.98956	3.45	0.31
5.0	0.3	0.33	3.7	13.0	7	254.00870000000003	0.03	54.0	173.0	0.9887	3.36	0.3
6.5	0.2	0.5	18.1	8.8	6	309.73341	0.054000000000000006	50.0	221.0	0.99941	2.94	0.64
6.7	0.25	0.31	1.35	9.5	5	271.35488	0.061	30.5	218.0	0.9938799999999999	3.16	0.53
6.6	0.22	0.36	5.5	11.8	6	164.17106	0.028999999999999998	30.0	105.0	0.99206	3.2	0.47
6.8	0.25	0.37	3.1	12.2	6	149.32634999999996	0.026000000000000002	29.0	93.0	0.99035	3.14	0.45
7.0	0.13	0.37	12.85	10.7	6	176.68781	0.042	36.0	105.0	0.9958100000000001	3.05	0.55
7.0	0.45	0.34	19.8	11.0	6	122.07759999999999	0.04	12.0	67.0	0.9976	3.07	0.38
7.2	0.32	0.3	8.25	11.4	6	149.91362	0.02	14.0	104.0	0.9936200000000001	2.99	0.44
7.0	0.13	0.37	12.85	10.7	6	176.68781	0.042	36.0	105.0	0.9958100000000001	3.05	0.55
5.9	0.34	0.3	3.8	12.0	6	218.79516	0.035	57.0	135.0	0.99016	3.09	0.34
6.8	0.22	0.31	6.9	11.9	8	184.56876	0.037000000000000005	33.0	121.0	0.9917600000000001	3.02	0.39
7.2	0.32	0.3	8.25	11.4	6	149.91362	0.02	14.0	104.0	0.9936200000000001	2.99	0.44
8.4	0.32	0.35	11.7	11.8	6	85.95339	0.028999999999999998	3.0	46.0	0.99439	3.02	0.34
6.8	0.27	0.29	4.6	10.6	4	121.42058000000002	0.046	6.0	88.0	0.9945799999999999	3.34	0.48
8.0	0.74	0.21	4.0	9.7	5	184.13418	0.05	24.0	133.0	0.99418	3.06	0.38
7.0	0.45	0.34	19.8	11.0	6	122.07759999999999	0.04	12.0	67.0	0.9976	3.07	0.38
7.0	0.13	0.37	12.85	10.7	6	176.68781	0.042	36.0	105.0	0.9958100000000001	3.05	0.55
5.4	0.22	0.29	1.2	11.0	7	244.53678000000002	0.045	69.0	152.0	0.9917799999999999	3.76	0.63
8.4	0.22	0.3	8.9	10.5	6	167.66856	0.024	17.0	118.0	0.99456	2.99	0.34
7.4	0.32	0.22	11.7	10.4	5	228.62077999999997	0.035	44.0	150.0	0.9957799999999999	3.1	0.45
7.5	0.18	0.37	6.2	10.5	6	188.54546000000002	0.05	21.0	138.0	0.99546	3.2	0.55
7.1	0.47	0.29	14.8	12.0	8	203.27918	0.024	22.0	142.0	0.99518	3.12	0.48
7.1	0.47	0.29	14.8	12.0	8	203.27918	0.024	22.0	142.0	0.99518	3.12	0.48
5.8	0.19	0.25	10.8	9.2	6	187.90845999999996	0.042	33.0	124.0	0.99646	3.22	0.41
6.7	0.14	0.46	1.6	10.9	5	131.68864	0.036000000000000004	15.0	92.0	0.99264	3.37	0.49
6.8	0.24	0.38	8.3	9.5	6	264.91078	0.045	50.0	185.0	0.9957799999999999	3.15	0.5
6.9	0.25	0.47	8.4	9.4	6	222.15804000000003	0.042	36.0	156.0	0.9960399999999999	3.15	0.55
6.0	0.24	0.33	2.5	11.3	7	141.01614	0.026000000000000002	31.0	85.0	0.9901399999999999	3.13	0.5
6.8	0.29	0.34	3.5	10.4	5	241.37889	0.054000000000000006	26.0	189.0	0.9948899999999999	3.42	0.58
6.3	0.33	0.42	17.2	9.4	6	265.51583999999997	0.037000000000000005	57.0	170.0	0.99884	3.26	0.57
6.5	0.23	0.45	2.1	11.3	6	172.13754000000003	0.027000000000000003	43.0	104.0	0.99054	3.02	0.52
6.3	0.27	0.29	12.2	8.8	6	287.44181999999995	0.044000000000000004	59.0	196.0	0.99782	3.14	0.4
6.3	0.2	0.37	11.8	10.8	5	222.06019	0.045	58.0	130.0	0.99519	3.2	0.35
6.2	0.33	0.41	16.8	9.4	6	268.99582	0.037000000000000005	58.0	173.0	0.99882	3.25	0.57
6.3	0.33	0.42	17.2	9.4	6	265.51583999999997	0.037000000000000005	57.0	170.0	0.99884	3.26	0.57
7.2	0.21	1.0	1.1	9.2	6	183.23709999999997	0.154	46.0	114.0	0.9931	2.95	0.43
6.0	0.27	0.3	14.7	10.3	6	195.26066000000003	0.044000000000000004	15.0	144.0	0.99666	3.12	0.53
5.7	0.12	0.26	5.5	9.9	6	146.16724000000002	0.034	21.0	99.0	0.99324	3.09	0.57
6.9	0.24	0.37	6.1	12.4	6	180.55786	0.027000000000000003	38.0	112.0	0.9908600000000001	3.19	0.34
7.7	0.18	0.53	1.2	11.9	5	235.0918	0.040999999999999995	42.0	167.0	0.9908	3.11	0.44
7.1	0.17	0.43	1.3	11.7	6	190.38367	0.023	33.0	132.0	0.99067	3.11	0.56
7.5	0.33	0.38	8.7	9.4	5	278.98311	0.126	49.0	199.0	0.99711	2.98	0.57
6.2	0.255	0.24	1.7	9.6	4	433.58851999999996	0.039	138.5	272.0	0.9945200000000001	3.53	0.53
7.5	0.33	0.38	8.7	9.4	5	278.98311	0.126	49.0	199.0	0.99711	2.98	0.57
5.6	0.2	0.66	10.2	10.4	7	284.5075	0.043	78.0	175.0	0.9945	2.98	0.43
7.6	0.17	0.36	4.5	9.5	5	154.72627	0.042	26.0	102.0	0.9942700000000001	3.09	0.47
5.8	0.15	0.31	5.9	11.9	6	108.71752000000001	0.036000000000000004	7.0	73.0	0.9915200000000001	3.2	0.43
6.3	0.25	0.44	1.7	12.5	6	177.78335	0.024	36.0	116.0	0.98935	3.18	0.4
6.9	0.28	0.41	1.4	13.4	5	87.95476000000001	0.016	6.0	55.0	0.9887600000000001	3.16	0.4
7.2	0.27	0.37	5.4	12.7	5	171.92774	0.026000000000000002	27.0	114.0	0.99174	3.13	0.84
6.2	0.25	0.38	7.9	9.1	5	290.50072000000006	0.045	54.0	208.0	0.99572	3.17	0.46
8.5	0.19	0.48	1.1	10.5	6	106.18784000000001	0.026000000000000002	23.0	58.0	0.9918399999999999	2.9	0.5
6.2	0.25	0.54	7.0	10.4	5	263.32054	0.046	58.0	176.0	0.99454	3.19	0.7
6.2	0.25	0.54	7.0	10.4	5	263.32054	0.046	58.0	176.0	0.99454	3.19	0.7
6.8	0.28	0.43	7.6	12.5	8	172.30164000000002	0.03	30.0	110.0	0.99164	3.08	0.59
6.2	0.25	0.54	7.0	10.4	5	263.32054	0.046	58.0	176.0	0.99454	3.19	0.7
7.4	0.21	0.8	12.3	9.0	5	294.17578	0.038	77.0	183.0	0.9977799999999999	2.95	0.48
7.0	0.15	0.38	15.3	9.8	6	211.27250000000004	0.045	54.0	120.0	0.9975	3.18	0.42
7.4	0.21	0.8	12.3	9.0	5	294.17578	0.038	77.0	183.0	0.9977799999999999	2.95	0.48
7.3	0.28	0.42	1.2	10.7	4	195.52505	0.033	29.0	142.0	0.99205	3.17	0.43
6.1	0.18	0.38	2.3	12.4	6	165.03262000000004	0.033	28.0	111.0	0.98962	3.16	0.49
7.0	0.53	0.43	6.1	12.5	8	113.16018	0.028999999999999998	6.0	76.0	0.99118	3.08	0.5
6.8	0.28	0.43	7.6	12.5	8	172.30164000000002	0.03	30.0	110.0	0.99164	3.08	0.59
6.5	0.36	0.38	10.2	12.1	7	136.09073999999998	0.027999999999999997	20.0	82.0	0.99274	3.1	0.43
7.5	0.25	0.47	4.1	11.3	6	286.16283999999996	0.040999999999999995	95.0	163.0	0.9918399999999999	2.92	0.59
6.7	0.24	0.41	2.9	12.0	5	196.95952	0.039	48.0	122.0	0.9905200000000001	3.25	0.43
6.6	0.25	0.33	8.5	10.4	5	200.99746000000002	0.042	29.0	141.0	0.99546	3.28	0.6
6.4	0.15	0.4	1.5	12.2	7	135.25172	0.042	23.0	87.0	0.98972	3.11	0.46
6.3	0.28	0.3	3.1	8.6	5	162.09320000000002	0.039	24.0	115.0	0.9942	3.05	0.43
6.2	0.25	0.38	7.9	9.1	5	290.50072000000006	0.045	54.0	208.0	0.99572	3.17	0.46
7.1	0.28	0.35	3.5	12.1	5	153.63822	0.027999999999999997	35.0	91.0	0.9902200000000001	2.96	0.33
6.6	0.35	0.34	4.9	12.0	5	163.34453	0.032	9.0	125.0	0.9925299999999999	3.32	0.81
8.5	0.19	0.48	1.1	10.5	6	106.18784000000001	0.026000000000000002	23.0	58.0	0.9918399999999999	2.9	0.5
6.2	0.25	0.54	7.0	10.4	5	263.32054	0.046	58.0	176.0	0.99454	3.19	0.7
6.0	0.35	0.51	1.2	11.9	6	136.8593	0.028999999999999998	10.0	102.0	0.9903	3.46	0.42
5.8	0.31	0.32	4.5	13.7	7	151.41306	0.024	28.0	94.0	0.98906	3.25	0.52
6.6	0.17	0.35	2.6	11.3	6	136.98146	0.03	33.0	78.0	0.99146	3.22	0.72
8.5	0.23	0.4	9.9	10.5	6	146.0011	0.036000000000000004	24.0	88.0	0.9951	3.02	0.42
5.8	0.31	0.32	4.5	13.7	7	151.41306	0.024	28.0	94.0	0.98906	3.25	0.52
6.1	0.2	0.34	9.5	10.1	3	269.856	0.040999999999999995	38.0	201.0	0.995	3.14	0.44
6.3	0.37	0.37	1.5	12.3	6	113.18276	0.024	12.0	76.0	0.9887600000000001	2.94	0.39
6.2	0.36	0.38	3.2	12.0	7	135.55056	0.031	20.0	89.0	0.98956	3.06	0.33
6.6	0.17	0.35	2.6	11.3	6	136.98146	0.03	33.0	78.0	0.99146	3.22	0.72
6.3	0.28	0.47	11.2	9.5	6	276.41592	0.04	61.0	183.0	0.99592	3.12	0.51
7.6	0.27	0.52	3.2	11.4	6	207.57429000000002	0.043	28.0	152.0	0.99129	3.02	0.53
7.0	0.25	0.45	2.3	11.9	7	184.57564	0.045	40.0	118.0	0.99064	3.16	0.48
9.7	0.24	0.49	4.9	10.0	6	50.74568	0.032	3.0	18.0	0.9936799999999999	2.85	0.54
9.7	0.24	0.49	4.9	10.0	6	50.74568	0.032	3.0	18.0	0.9936799999999999	2.85	0.54
6.8	0.13	0.39	1.4	11.3	7	145.87520999999998	0.034	19.0	102.0	0.99121	3.23	0.6
6.6	0.78	0.5	1.5	11.7	5	188.84604	0.045	30.0	133.0	0.9910399999999999	3.25	0.48
5.1	0.33	0.27	6.7	11.0	7	201.16421	0.022000000000000002	44.0	129.0	0.99221	3.36	0.39
6.7	0.34	0.4	2.1	12.2	7	171.21223999999998	0.033	34.0	111.0	0.98924	2.97	0.48
6.7	0.14	0.51	4.3	10.7	7	207.81975999999997	0.027999999999999997	57.0	124.0	0.9917600000000001	2.91	0.54
7.0	0.26	0.34	10.9	10.9	6	142.88232000000002	0.038	25.0	84.0	0.9943200000000001	3.11	0.34
6.5	0.29	0.26	7.0	10.2	6	159.83365999999998	0.04	18.0	113.0	0.99366	3.17	0.38
7.0	0.25	0.45	2.3	11.9	7	184.57564	0.045	40.0	118.0	0.99064	3.16	0.48
7.6	0.21	0.49	2.5	11.1	5	176.56878	0.047	20.0	130.0	0.9917799999999999	3.15	0.48
7.7	0.26	0.51	2.6	11.2	6	211.80626	0.045	26.0	159.0	0.99126	3.0	0.5
7.6	0.27	0.52	3.2	11.4	6	207.57429000000002	0.043	28.0	152.0	0.99129	3.02	0.53
7.7	0.25	0.49	2.5	10.6	6	226.21952	0.047	31.0	169.0	0.9925200000000001	3.07	0.57
7.6	0.35	0.46	14.7	10.3	5	222.01409	0.047	33.0	151.0	0.9970899999999999	3.03	0.53
6.9	0.3	0.36	4.5	10.4	4	261.47913	0.054000000000000006	31.0	203.0	0.99513	3.4	0.57
6.7	0.24	0.46	2.2	11.9	6	156.24345	0.033	19.0	111.0	0.99045	3.1	0.62
6.5	0.23	0.39	1.9	11.9	7	164.56600000000003	0.036000000000000004	41.0	98.0	0.99	3.19	0.43
7.6	0.23	0.34	1.6	10.4	5	178.02605000000003	0.043	24.0	129.0	0.99305	3.12	0.7
6.5	0.24	0.39	17.3	9.2	6	186.26088000000001	0.052000000000000005	22.0	126.0	0.9988799999999999	3.11	0.47
6.3	0.17	0.32	4.2	11.3	6	180.99182000000005	0.04	37.0	117.0	0.99182	3.24	0.43
6.3	0.17	0.32	4.2	11.3	6	180.99182000000005	0.04	37.0	117.0	0.99182	3.24	0.43
6.7	0.21	0.37	2.5	11.0	7	149.5553	0.034	35.0	89.0	0.9913	3.25	0.5
6.5	0.23	0.39	1.9	11.9	7	164.56600000000003	0.036000000000000004	41.0	98.0	0.99	3.19	0.43
5.9	0.28	0.39	1.4	12.9	7	219.60936	0.031	47.0	147.0	0.98836	3.08	0.64
5.9	0.19	0.37	0.8	10.8	5	46.476699999999994	0.027000000000000003	3.0	21.0	0.9897	3.09	0.31
6.2	0.25	0.42	8.0	9.1	6	287.64486000000005	0.049	53.0	206.0	0.9958600000000001	3.16	0.47
7.6	0.23	0.34	1.6	10.4	5	178.02605000000003	0.043	24.0	129.0	0.99305	3.12	0.7
5.6	0.18	0.27	1.7	12.9	6	159.38891999999998	0.03	31.0	103.0	0.98892	3.35	0.37
5.5	0.18	0.22	5.5	12.2	5	124.52856	0.037000000000000005	10.0	86.0	0.99156	3.46	0.44
6.5	0.24	0.39	17.3	9.2	6	186.26088000000001	0.052000000000000005	22.0	126.0	0.9988799999999999	3.11	0.47
7.4	0.23	0.38	8.6	10.3	5	222.47734	0.052000000000000005	41.0	150.0	0.99534	3.06	0.46
7.2	0.17	0.37	6.9	11.0	7	205.23222000000004	0.059000000000000004	47.0	128.0	0.9932200000000001	3.08	0.46
7.6	0.3	0.38	2.1	11.0	5	134.23595999999998	0.043	10.0	98.0	0.9929600000000001	3.17	0.65
5.0	0.24	0.21	2.2	11.7	6	155.68998	0.039	31.0	100.0	0.99098	3.69	0.62
6.1	0.21	0.38	1.5	12.0	6	183.84872000000001	0.039	37.0	122.0	0.98972	3.2	0.43
6.5	0.33	0.38	2.5	12.7	6	205.04664	0.047	30.0	148.0	0.98964	3.17	0.43
6.3	0.35	0.26	17.6	8.8	5	294.97018	0.061	59.0	198.0	0.99918	3.11	0.49
6.3	0.17	0.32	4.2	11.3	6	180.99182000000005	0.04	37.0	117.0	0.99182	3.24	0.43
6.6	0.25	0.35	2.9	12.8	6	186.51408	0.034	38.0	121.0	0.99008	3.19	0.4
6.5	0.16	0.33	4.8	11.2	6	186.64499999999998	0.043	45.0	114.0	0.992	3.18	0.44
6.6	0.39	0.39	11.9	8.9	6	305.00550999999996	0.057	51.0	221.0	0.99851	3.26	0.51
5.6	0.19	0.27	0.9	11.2	5	178.08025999999998	0.04	52.0	103.0	0.99026	3.5	0.39
6.2	0.25	0.39	1.3	11.1	6	200.9116	0.051	42.0	135.0	0.9906	3.23	0.4
6.9	0.22	0.43	6.4	10.8	6	178.34493	0.042	34.0	115.0	0.99293	3.05	0.51
6.2	0.19	0.29	4.3	9.3	6	183.92158	0.045	33.0	126.0	0.9965799999999999	3.18	0.42
